Pozo,Fecha,Salinidad
SITIO_GDE_93,27/12/1977,215000
SITIO_GDE_93,06/01/1978,207000
SITIO_GDE_93,10/01/1978,195000
SITIO_GDE_93,16/01/1978,190000
SITIO_GDE_93,02/02/1978,188000
SITIO_GDE_93,28/02/1978,178000
SITIO_GDE_93,20/03/1978,189000
SITIO_GDE_93,06/04/1978,198000
SITIO_GDE_93,10/04/1978,192000
SITIO_GDE_93,24/04/1978,190000
SITIO_GDE_93,02/05/1978,195000
SITIO_GDE_93,10/05/1978,174000
SITIO_GDE_93,15/05/1978,184000
SITIO_GDE_93,26/05/1978,184000
SITIO_GDE_93,13/06/1978,197000
SITIO_GDE_93,14/06/1978,192000
SITIO_GDE_93,31/08/1978,185000
SITIO_GDE_93,08/09/1978,185000
SITIO_GDE_93,12/09/1978,181000
SITIO_GDE_93,13/09/1978,186000
SITIO_GDE_93,27/09/1978,185000
SITIO_GDE_93,03/10/1978,182000
SITIO_GDE_93,19/10/1978,176000
SITIO_GDE_93,20/10/1978,194000
SITIO_GDE_93,24/10/1978,215000
SITIO_GDE_93,06/11/1978,186000
SITIO_GDE_93,11/12/1978,183000
SITIO_GDE_93,28/02/1979,182000
SITIO_GDE_93,01/03/1979,194000
SITIO_GDE_93,06/03/1979,149000
SITIO_GDE_93,08/03/1979,185000
SITIO_GDE_93,14/03/1979,195000
SITIO_GDE_93,26/03/1979,157000
SITIO_GDE_93,30/03/1979,200000
SITIO_GDE_93,03/04/1979,204000
SITIO_GDE_93,09/04/1979,205000
SITIO_GDE_93,12/04/1979,202000
SITIO_GDE_93,14/04/1979,201000
SITIO_GDE_93,17/04/1979,204000
SITIO_GDE_93,20/04/1979,203000
SITIO_GDE_93,24/04/1979,204000
SITIO_GDE_93,02/05/1979,201000
SITIO_GDE_93,11/06/1979,202000
SITIO_GDE_93,26/06/1979,159000
SITIO_GDE_93,12/07/1979,203000
SITIO_GDE_93,19/07/1979,208000
SITIO_GDE_93,20/08/1979,203000
SITIO_GDE_93,25/10/1979,230000
SITIO_GDE_93,06/11/1979,186000
SITIO_GDE_93,15/11/1979,183000
SITIO_GDE_93,25/10/1980,23000
SITIO_GDE_93,06/11/1980,186000
SITIO_GDE_93,15/11/1980,183000
SITIO_GDE_100,03/06/1975,148000
SITIO_GDE_100,13/06/1975,188000
SITIO_GDE_100,16/06/1975,210000
SITIO_GDE_100,18/06/1975,140000
SITIO_GDE_100,20/07/1975,189000
SITIO_GDE_100,30/07/1975,60000
SITIO_GDE_100,14/08/1975,176000
SITIO_GDE_100,15/08/1975,185000
SITIO_GDE_100,18/08/1975,158000
SITIO_GDE_100,20/08/1975,194000
SITIO_GDE_100,25/08/1975,110000
SITIO_GDE_100,17/09/1975,37000
SITIO_GDE_100,01/10/1975,91000
SITIO_GDE_100,08/10/1975,55000
SITIO_GDE_100,15/10/1975,17000
SITIO_GDE_100,25/11/1975,
SITIO_GDE_100,01/12/1975,
SITIO_GDE_100,08/12/1975,
SITIO_GDE_100,30/12/1975,
SITIO_GDE_100,21/01/1976,
SITIO_GDE_100,03/02/1976,10000
SITIO_GDE_100,17/02/1976,4000
SITIO_GDE_100,22/03/1976,142000
SITIO_GDE_100,21/04/1976,179000
SITIO_GDE_100,06/05/1976,9000
SITIO_GDE_100,18/05/1976,8000
SITIO_GDE_100,26/05/1976,6000
SITIO_GDE_100,09/08/1976,143000
SITIO_GDE_100,05/10/1976,160000
SITIO_GDE_100,20/10/1976,176000
SITIO_GDE_100,25/10/1976,159000
SITIO_GDE_100,08/11/1976,176000
SITIO_GDE_100,16/11/1976,148000
SITIO_GDE_100,25/11/1976,
SITIO_GDE_100,26/11/1976,175000
SITIO_GDE_100,07/12/1976,179000
SITIO_GDE_100,20/12/1976,166000
SITIO_GDE_100,12/01/1977,184000
SITIO_GDE_100,31/01/1977,205000
SITIO_GDE_100,30/03/1977,196000
SITIO_GDE_100,01/04/1977,133000
SITIO_GDE_100,19/04/1977,187000
SITIO_GDE_100,25/04/1977,205000
SITIO_GDE_100,04/05/1977,176000
SITIO_GDE_100,01/06/1977,276000
SITIO_GDE_100,27/06/1977,182000
SITIO_GDE_100,04/07/1977,201500
SITIO_GDE_100,21/07/1977,168000
SITIO_GDE_100,22/07/1977,187500
SITIO_GDE_100,25/07/1977,205500
SITIO_GDE_100,01/08/1977,207000
SITIO_GDE_100,08/08/1977,203000
SITIO_GDE_100,15/08/1977,220000
SITIO_GDE_100,22/08/1977,183000
SITIO_GDE_100,19/09/1977,209000
SITIO_GDE_100,27/09/1977,223000
SITIO_GDE_100,09/10/1977,211000
SITIO_GDE_100,11/10/1977,234000
SITIO_GDE_100,26/10/1977,233000
SITIO_GDE_100,08/11/1977,232000
SITIO_GDE_100,21/11/1977,216000
SITIO_GDE_100,09/01/1978,
SITIO_GDE_100,16/01/1978,
SITIO_GDE_100,07/03/1978,162000
SITIO_GDE_100,13/03/1978,172000
SITIO_GDE_100,23/10/1978,
SITIO_GDE_100,24/10/1978,
SITIO_GDE_100,09/04/1979,
SITIO_GDE_100,17/04/1979,
SITIO_GDE_100,02/05/1979,
SITIO_GDE_100,29/05/1979,
SITIO_GDE_100,04/06/1979,
SITIO_GDE_100,11/06/1979,
SITIO_GDE_100,20/06/1979,
SITIO_GDE_100,29/06/1979,
SITIO_GDE_100,12/07/1979,
SITIO_GDE_100,19/07/1979,
SITIO_GDE_100,24/08/1979,
SITIO_GDE_100,25/10/1979,
SITIO_GDE_100,09/11/1979,
SITIO_GDE_100,21/11/1979,
SITIO_GDE_100,06/12/1979,
SITIO_GDE_100,14/12/1979,
SITIO_GDE_100,11/01/1980,
SITIO_GDE_100,25/01/1980,
SITIO_GDE_100,28/01/1980,
SITIO_GDE_100,04/02/1980,
SITIO_GDE_100,18/02/1980,
SITIO_GDE_100,04/03/1980,
SITIO_GDE_100,19/03/1980,
SITIO_GDE_100,31/03/1980,
SITIO_GDE_100,08/05/1980,
SITIO_GDE_100,12/06/1980,
SITIO_GDE_100,25/06/1980,
SITIO_GDE_100,03/07/1980,
SITIO_GDE_100,21/07/1980,
SITIO_GDE_100,28/07/1980,
SITIO_GDE_100,19/08/1980,
SITIO_GDE_100,21/10/1980,
SITIO_GDE_100,29/10/1980,
SITIO_GDE_100,04/11/1980,
SITIO_GDE_100,04/12/1980,
SITIO_GDE_100,10/12/1980,
SITIO_GDE_100,13/02/1981,
SITIO_GDE_100,27/03/1981,
SITIO_GDE_100,07/04/1981,
SITIO_GDE_100,09/04/1981,
SITIO_GDE_100,14/04/1981,
SITIO_GDE_100,04/05/1981,185000
SITIO_GDE_100,03/06/1981,181000
SITIO_GDE_100,08/06/1981,152000
SITIO_GDE_100,17/07/1981,144000
SITIO_GDE_100,17/07/1981,135000
SITIO_GDE_100,21/07/1981,141000
SITIO_GDE_100,17/08/1981,115000
SITIO_GDE_100,25/08/1981,174000
SITIO_GDE_100,31/08/1981,156000
SITIO_GDE_100,09/09/1981,120000
SITIO_GDE_100,21/09/1981,162000
SITIO_GDE_100,01/10/1981,130000
SITIO_GDE_100,08/10/1981,
SITIO_GDE_100,13/10/1981,184000
SITIO_GDE_100,12/11/1981,128000
SITIO_GDE_100,16/11/1981,138000
SITIO_GDE_100,17/11/1981,129000
SITIO_GDE_100,10/12/1981,155000
SITIO_GDE_100,18/12/1981,140000
SITIO_GDE_100,29/12/1981,130000
SITIO_GDE_100,07/01/1982,140000
SITIO_GDE_100,18/01/1982,146000
SITIO_GDE_100,27/01/1982,137000
SITIO_GDE_100,02/02/1982,145000
SITIO_GDE_100,08/02/1982,138000
SITIO_GDE_100,19/02/1982,135000
SITIO_GDE_100,23/02/1982,130000
SITIO_GDE_100,03/03/1982,128000
SITIO_GDE_100,10/03/1982,155000
SITIO_GDE_100,23/03/1982,130000
SITIO_GDE_100,06/04/1982,123000
SITIO_GDE_100,19/04/1982,150000
SITIO_GDE_100,27/04/1982,120000
SITIO_GDE_100,06/05/1982,141000
SITIO_GDE_100,12/05/1982,164000
SITIO_GDE_100,17/05/1982,157000
SITIO_GDE_100,26/05/1982,152000
SITIO_GDE_100,01/06/1982,133000
SITIO_GDE_100,03/06/1982,130000
SITIO_GDE_100,07/06/1982,158000
SITIO_GDE_100,14/06/1982,142000
SITIO_GDE_100,23/06/1982,122000
SITIO_GDE_100,30/06/1982,162000
SITIO_GDE_100,09/07/1982,124000
SITIO_GDE_100,17/01/1983,94000
SITIO_GDE_100,07/02/1983,114000
SITIO_GDE_100,21/02/1983,53000
SITIO_GDE_100,21/02/1983,111000
SITIO_GDE_100,25/02/1983,145000
SITIO_GDE_100,25/02/1983,31000
SITIO_GDE_100,01/03/1983,129000
SITIO_GDE_100,08/03/1983,97000
SITIO_GDE_100,14/03/1983,98000
SITIO_GDE_100,06/04/1983,87200
SITIO_GDE_100,11/04/1983,103000
SITIO_GDE_100,14/07/1983,80400
SITIO_GDE_100,28/07/1983,67000
SITIO_GDE_100,11/08/1983,115000
SITIO_GDE_100,17/08/1983,125000
SITIO_GDE_100,29/08/1983,135000
SITIO_GDE_100,07/09/1983,126000
SITIO_GDE_100,15/09/1983,79000
SITIO_GDE_100,20/09/1983,145000
SITIO_GDE_100,30/09/1983,155000
SITIO_GDE_100,04/10/1983,120000
SITIO_GDE_100,19/10/1983,100000
SITIO_GDE_100,28/03/1984,95000
SITIO_GDE_100,03/04/1984,98000
SITIO_GDE_100,16/04/1984,106000
SITIO_GDE_100,24/04/1984,88000
SITIO_GDE_100,30/04/1984,95000
SITIO_GDE_100,09/05/1984,100000
SITIO_GDE_100,05/05/1985,100000
SITIO_GDE_100,22/07/1985,99000
SITIO_GDE_100,05/08/1985,100000
SITIO_GDE_101,03/06/1975,97000
SITIO_GDE_101,18/06/1975,76000
SITIO_GDE_101,15/07/1975,122000
SITIO_GDE_101,30/07/1975,120000
SITIO_GDE_101,18/08/1975,135000
SITIO_GDE_101,02/09/1975,82000
SITIO_GDE_101,01/10/1975,142000
SITIO_GDE_101,08/10/1975,154000
SITIO_GDE_101,15/10/1975,114000
SITIO_GDE_101,17/10/1975,97000
SITIO_GDE_101,18/11/1975,184000
SITIO_GDE_101,25/11/1975,118000
SITIO_GDE_101,01/12/1975,117000
SITIO_GDE_101,18/12/1975,112000
SITIO_GDE_101,30/12/1975,134000
SITIO_GDE_101,14/01/1976,94000
SITIO_GDE_101,03/02/1976,104000
SITIO_GDE_101,17/02/1976,120000
SITIO_GDE_101,06/05/1976,109000
SITIO_GDE_101,26/05/1976,138000
SITIO_GDE_101,03/06/1976,118000
SITIO_GDE_101,08/07/1976,118000
SITIO_GDE_101,15/07/1976,135000
SITIO_GDE_101,09/08/1976,116000
SITIO_GDE_101,18/08/1976,131000
SITIO_GDE_101,24/08/1976,126000
SITIO_GDE_101,29/09/1976,146000
SITIO_GDE_101,20/10/1976,137000
SITIO_GDE_101,25/10/1976,132000
SITIO_GDE_101,08/11/1976,128000
SITIO_GDE_101,12/01/1977,136500
SITIO_GDE_101,22/02/1977,86000
SITIO_GDE_101,23/03/1977,82000
SITIO_GDE_101,30/03/1977,113000
SITIO_GDE_101,13/04/1977,127000
SITIO_GDE_101,25/04/1977,122500
SITIO_GDE_101,02/05/1977,134000
SITIO_GDE_101,20/06/1977,131000
SITIO_GDE_101,29/06/1977,123000
SITIO_GDE_101,04/07/1977,122000
SITIO_GDE_101,19/09/1977,122000
SITIO_GDE_101,09/01/1978,122000
SITIO_GDE_101,16/01/1978,122000
SITIO_GDE_101,23/01/1978,122000
SITIO_GDE_101,30/03/1978,194000
SITIO_GDE_101,31/03/1978,143000
SITIO_GDE_101,06/04/1978,133000
SITIO_GDE_101,10/04/1978,133000
SITIO_GDE_101,19/04/1978,140000
SITIO_GDE_101,02/05/1978,134000
SITIO_GDE_101,15/05/1978,135000
SITIO_GDE_101,24/05/1978,139000
SITIO_GDE_101,26/05/1978,136000
SITIO_GDE_101,29/05/1978,138000
SITIO_GDE_101,11/06/1978,144000
SITIO_GDE_101,13/06/1978,148000
SITIO_GDE_101,21/06/1978,148000
SITIO_GDE_101,22/06/1978,141000
SITIO_GDE_101,11/07/1978,141000
SITIO_GDE_101,18/07/1978,111000
SITIO_GDE_101,02/08/1978,145000
SITIO_GDE_101,08/08/1978,145000
SITIO_GDE_101,10/08/1978,135000
SITIO_GDE_101,18/08/1978,147000
SITIO_GDE_101,22/08/1978,147000
SITIO_GDE_101,30/08/1978,150000
SITIO_GDE_101,06/09/1978,148000
SITIO_GDE_101,12/09/1978,152000
SITIO_GDE_101,13/09/1978,144000
SITIO_GDE_101,27/09/1978,157000
SITIO_GDE_101,03/10/1978,147000
SITIO_GDE_101,20/10/1978,144000
SITIO_GDE_101,24/10/1978,140000
SITIO_GDE_101,06/11/1978,146000
SITIO_GDE_101,15/11/1978,145000
SITIO_GDE_101,01/12/1978,147000
SITIO_GDE_101,06/12/1978,147000
SITIO_GDE_101,11/12/1978,152000
SITIO_GDE_101,26/01/1979,149000
SITIO_GDE_101,31/01/1979,147000
SITIO_GDE_101,14/03/1979,160000
SITIO_GDE_101,26/03/1979,157000
SITIO_GDE_101,03/04/1979,190000
SITIO_GDE_101,09/04/1979,160000
SITIO_GDE_101,17/04/1979,156000
SITIO_GDE_101,25/04/1979,158000
SITIO_GDE_101,02/05/1979,166000
SITIO_GDE_101,29/06/1979,158000
SITIO_GDE_101,12/07/1979,161000
SITIO_GDE_101,19/07/1979,162000
SITIO_GDE_101,06/08/1979,163000
SITIO_GDE_101,20/08/1979,160000
SITIO_GDE_101,28/08/1979,162000
SITIO_GDE_101,06/09/1979,156000
SITIO_GDE_101,09/09/1979,162000
SITIO_GDE_101,25/10/1979,180000
SITIO_GDE_101,06/11/1979,149000
SITIO_GDE_101,15/11/1979,170000
SITIO_GDE_101,29/11/1979,179000
SITIO_GDE_101,14/12/1979,155000
SITIO_GDE_101,08/01/1980,161000
SITIO_GDE_101,25/01/1980,167000
SITIO_GDE_101,01/02/1980,192000
SITIO_GDE_101,11/02/1980,192000
SITIO_GDE_101,20/02/1980,178000
SITIO_GDE_101,04/03/1980,182000
SITIO_GDE_101,20/03/1980,341000
SITIO_GDE_101,31/03/1980,170000
SITIO_GDE_101,08/05/1980,217000
SITIO_GDE_101,12/06/1980,177000
SITIO_GDE_101,25/06/1980,199000
SITIO_GDE_101,03/07/1980,178000
SITIO_GDE_101,21/07/1980,172000
SITIO_GDE_101,28/07/1980,165000
SITIO_GDE_101,01/08/1980,177000
SITIO_GDE_101,21/10/1980,169000
SITIO_GDE_101,29/10/1980,184000
SITIO_GDE_101,04/11/1980,184000
SITIO_GDE_101,10/12/1980,174000
SITIO_GDE_101,14/01/1981,183000
SITIO_GDE_101,13/02/1981,165000
SITIO_GDE_101,27/03/1981,200000
SITIO_GDE_101,07/04/1981,162000
SITIO_GDE_101,14/04/1981,178000
SITIO_GDE_101,19/04/1981,173000
SITIO_GDE_101,09/06/1981,172000
SITIO_GDE_101,16/06/1981,189000
SITIO_GDE_101,21/06/1981,220000
SITIO_GDE_101,17/08/1981,182000
SITIO_GDE_101,25/08/1981,208000
SITIO_GDE_101,31/08/1981,189000
SITIO_GDE_101,09/09/1981,189000
SITIO_GDE_101,21/09/1981,175000
SITIO_GDE_101,08/10/1981,175000
SITIO_GDE_101,16/10/1981,190000
SITIO_GDE_101,21/10/1981,153000
SITIO_GDE_101,27/10/1981,208000
SITIO_GDE_101,04/11/1981,184000
SITIO_GDE_101,12/11/1981,185000
SITIO_GDE_101,16/11/1981,167000
SITIO_GDE_101,27/11/1981,294000
SITIO_GDE_101,10/12/1981,180000
SITIO_GDE_101,18/12/1981,170000
SITIO_GDE_101,29/12/1981,178000
SITIO_GDE_101,08/01/1982,221000
SITIO_GDE_101,25/01/1982,182000
SITIO_GDE_101,02/02/1982,224000
SITIO_GDE_101,10/02/1982,202000
SITIO_GDE_101,03/03/1982,196000
SITIO_GDE_101,23/03/1982,176000
SITIO_GDE_101,24/03/1982,218000
SITIO_GDE_101,06/04/1982,162000
SITIO_GDE_101,19/04/1982,222000
SITIO_GDE_101,27/04/1982,160000
SITIO_GDE_101,06/05/1982,201000
SITIO_GDE_101,10/05/1982,20000
SITIO_GDE_101,17/05/1982,237000
SITIO_GDE_101,26/05/1982,208000
SITIO_GDE_101,03/06/1982,170000
SITIO_GDE_101,08/06/1982,193000
SITIO_GDE_101,14/06/1982,228000
SITIO_GDE_101,22/06/1982,164000
SITIO_GDE_101,30/06/1982,202000
SITIO_GDE_101,09/07/1982,184000
SITIO_GDE_101,17/01/1983,143000
SITIO_GDE_101,07/02/1983,123000
SITIO_GDE_101,25/02/1983,189000
SITIO_GDE_101,01/03/1983,175000
SITIO_GDE_101,08/03/1983,194000
SITIO_GDE_101,06/04/1983,131700
SITIO_GDE_101,11/04/1983,153000
SITIO_GDE_101,14/07/1983,131000
SITIO_GDE_101,28/07/1983,116000
SITIO_GDE_101,02/08/1983,115900
SITIO_GDE_101,17/08/1983,74300
SITIO_GDE_101,07/09/1983,255000
SITIO_GDE_101,20/09/1983,235000
SITIO_GDE_101,30/09/1983,261000
SITIO_GDE_101,04/10/1983,259000
SITIO_GDE_101,19/10/1983,235000
SITIO_GDE_101,23/03/1984,254000
SITIO_GDE_101,03/04/1984,195000
SITIO_GDE_101,16/04/1984,198000
SITIO_GDE_101,30/04/1984,198000
SITIO_GDE_101,11/05/1984,150000
SITIO_GDE_101,28/05/1984,191000
SITIO_GDE_101,05/06/1984,208000
SITIO_GDE_101,11/06/1984,181000
SITIO_GDE_101,04/07/1984,147000
SITIO_GDE_101,11/07/1984,180000
SITIO_GDE_101,13/07/1984,207000
SITIO_GDE_101,16/07/1984,224000
SITIO_GDE_101,30/07/1984,200000
SITIO_GDE_101,06/08/1984,18000
SITIO_GDE_101,27/08/1984,207000
SITIO_GDE_101,07/09/1984,190000
SITIO_GDE_101,10/09/1984,225000
SITIO_GDE_101,26/09/1984,225000
SITIO_GDE_101,21/10/1984,235000
SITIO_GDE_101,23/10/1984,163000
SITIO_GDE_101,31/10/1984,320000
SITIO_GDE_101,06/11/1984,157000
SITIO_GDE_101,14/11/1984,195000
SITIO_GDE_101,26/11/1984,245000
SITIO_GDE_101,04/12/1984,220000
SITIO_GDE_101,12/12/1984,218000
SITIO_GDE_101,09/01/1985,220000
SITIO_GDE_101,16/01/1985,177000
SITIO_GDE_101,25/01/1985,21000
SITIO_GDE_101,28/01/1985,220000
SITIO_GDE_101,06/02/1985,190000
SITIO_GDE_101,11/02/1985,205000
SITIO_GDE_101,19/02/1985,177000
SITIO_GDE_101,28/02/1985,198000
SITIO_GDE_101,04/03/1985,208000
SITIO_GDE_101,07/03/1985,225000
SITIO_GDE_101,11/03/1985,188000
SITIO_GDE_101,12/03/1985,95000
SITIO_GDE_101,18/03/1985,95000
SITIO_GDE_101,26/03/1985,224000
SITIO_GDE_101,02/04/1985,180000
SITIO_GDE_101,15/04/1985,14000
SITIO_GDE_101,22/04/1985,185000
SITIO_GDE_101,29/04/1985,193000
SITIO_GDE_101,03/05/1985,205000
SITIO_GDE_101,07/05/1985,195000
SITIO_GDE_101,14/05/1985,170000
SITIO_GDE_101,29/05/1985,210000
SITIO_GDE_101,10/06/1985,212000
SITIO_GDE_101,28/06/1985,207000
SITIO_GDE_101,02/07/1985,170000
SITIO_GDE_101,10/07/1985,190000
SITIO_GDE_101,15/07/1985,205000
SITIO_GDE_101,22/07/1985,172000
SITIO_GDE_101,29/07/1985,172000
SITIO_GDE_101,05/08/1985,180000
SITIO_GDE_101,07/08/1985,200000
SITIO_GDE_101,14/08/1985,294000
SITIO_GDE_101,25/08/1985,200000
SITIO_GDE_101,27/08/1985,94000
SITIO_GDE_101,05/09/1985,165000
SITIO_GDE_101,10/09/1985,223000
SITIO_GDE_101,27/09/1985,234000
SITIO_GDE_101,06/10/1985,248000
SITIO_GDE_101,10/10/1985,190000
SITIO_GDE_101,20/10/1985,245000
SITIO_GDE_101,22/10/1985,181000
SITIO_GDE_101,30/10/1985,220000
SITIO_GDE_101,06/11/1985,225000
SITIO_GDE_101,12/11/1985,220000
SITIO_GDE_101,21/11/1985,232000
SITIO_GDE_101,30/11/1985,192000
SITIO_GDE_101,03/12/1985,190000
SITIO_GDE_101,12/12/1985,214000
SITIO_GDE_101,17/12/1985,216000
SITIO_GDE_101,28/12/1985,200000
SITIO_GDE_101,01/01/1986,225000
SITIO_GDE_101,14/01/1986,216000
SITIO_GDE_101,12/02/1986,196000
SITIO_GDE_101,04/03/1986,182000
SITIO_GDE_101,12/03/1986,190000
SITIO_GDE_101,24/03/1986,173000
SITIO_GDE_101,07/04/1986,253000
SITIO_GDE_101,12/04/1986,161000
SITIO_GDE_101,30/04/1986,220000
SITIO_GDE_101,04/05/1986,215000
SITIO_GDE_101,05/05/1986,200000
SITIO_GDE_101,09/05/1986,210000
SITIO_GDE_101,20/05/1986,285000
SITIO_GDE_101,26/05/1986,283000
SITIO_GDE_101,03/06/1986,240000
SITIO_GDE_101,09/06/1986,190000
SITIO_GDE_101,17/06/1986,193000
SITIO_GDE_101,25/06/1986,190000
SITIO_GDE_101,07/07/1986,197000
SITIO_GDE_101,17/07/1986,189000
SITIO_GDE_101,18/07/1986,216000
SITIO_GDE_101,21/07/1986,232000
SITIO_GDE_101,29/07/1986,163000
SITIO_GDE_101,01/08/1986,281000
SITIO_GDE_101,05/08/1986,248000
SITIO_GDE_101,14/08/1986,198000
SITIO_GDE_101,19/08/1986,163000
SITIO_GDE_101,21/08/1986,183000
SITIO_GDE_101,27/08/1986,190000
SITIO_GDE_101,03/09/1986,123000
SITIO_GDE_101,09/09/1986,222000
SITIO_GDE_101,12/09/1986,200000
SITIO_GDE_101,17/09/1986,170000
SITIO_GDE_101,22/09/1986,205000
SITIO_GDE_101,29/09/1986,90000
SITIO_GDE_101,02/10/1986,155000
SITIO_GDE_101,07/10/1986,182000
SITIO_GDE_101,20/10/1986,180000
SITIO_GDE_101,24/10/1986,180000
SITIO_GDE_101,31/10/1986,183000
SITIO_GDE_101,04/11/1986,195000
SITIO_GDE_101,05/11/1986,180000
SITIO_GDE_101,11/11/1986,250000
SITIO_GDE_101,13/11/1986,165000
SITIO_GDE_101,18/11/1986,266000
SITIO_GDE_101,25/11/1986,265000
SITIO_GDE_101,03/12/1986,250000
SITIO_GDE_101,09/12/1986,193000
SITIO_GDE_101,17/12/1986,188000
SITIO_GDE_101,23/12/1986,225000
SITIO_GDE_101,30/12/1986,192000
SITIO_GDE_101,06/01/1987,189000
SITIO_GDE_101,12/01/1987,205000
SITIO_GDE_101,19/01/1987,180000
SITIO_GDE_101,28/01/1987,175000
SITIO_GDE_101,03/02/1987,181000
SITIO_GDE_101,10/02/1987,164000
SITIO_GDE_101,19/02/1987,197000
SITIO_GDE_101,10/03/1987,168000
SITIO_GDE_101,19/03/1987,174000
SITIO_GDE_101,23/03/1987,161000
SITIO_GDE_101,31/03/1987,153000
SITIO_GDE_101,09/04/1987,160000
SITIO_GDE_101,10/04/1987,186000
SITIO_GDE_101,15/04/1987,190000
SITIO_GDE_101,22/04/1987,180000
SITIO_GDE_101,28/04/1987,250000
SITIO_GDE_101,08/05/1987,170000
SITIO_GDE_101,13/05/1987,161000
SITIO_GDE_101,19/05/1987,169000
SITIO_GDE_101,25/05/1987,159000
SITIO_GDE_101,01/06/1987,170000
SITIO_GDE_101,09/06/1987,166000
SITIO_GDE_101,16/06/1987,143000
SITIO_GDE_101,24/06/1987,158000
SITIO_GDE_101,17/09/1987,160000
SITIO_GDE_101,23/09/1987,163000
SITIO_GDE_101,02/10/1987,165000
SITIO_GDE_101,14/10/1987,272000
SITIO_GDE_101,23/10/1987,166000
SITIO_GDE_101,01/11/1987,160000
SITIO_GDE_101,07/11/1987,152000
SITIO_GDE_101,10/11/1987,158000
SITIO_GDE_101,23/11/1987,157000
SITIO_GDE_101,14/12/1987,166000
SITIO_GDE_101,21/12/1987,169000
SITIO_GDE_101,28/12/1987,136000
SITIO_GDE_101,02/01/1988,204000
SITIO_GDE_101,05/01/1988,157000
SITIO_GDE_101,21/01/1988,173000
SITIO_GDE_101,01/02/1988,178000
SITIO_GDE_101,10/02/1988,170000
SITIO_GDE_101,27/02/1988,163000
SITIO_GDE_101,01/03/1988,161000
SITIO_GDE_101,18/03/1988,144000
SITIO_GDE_101,29/03/1988,144000
SITIO_GDE_101,08/04/1988,147000
SITIO_GDE_101,18/04/1988,153000
SITIO_GDE_101,04/05/1988,153000
SITIO_GDE_101,10/05/1988,164000
SITIO_GDE_101,16/05/1988,168000
SITIO_GDE_101,31/05/1988,164000
SITIO_GDE_101,06/06/1988,47000
SITIO_GDE_101,29/06/1988,177000
SITIO_GDE_101,05/07/1988,177000
SITIO_GDE_101,26/07/1988,177000
SITIO_GDE_101,08/08/1988,163000
SITIO_GDE_101,14/09/1988,180000
SITIO_GDE_101,06/10/1988,7000
SITIO_GDE_101,10/10/1988,150000
SITIO_GDE_101,27/10/1988,180000
SITIO_GDE_101,17/11/1988,183000
SITIO_GDE_101,06/12/1988,197000
SITIO_GDE_101,26/12/1988,173000
SITIO_GDE_101,23/01/1989,173000
SITIO_GDE_101,06/02/1989,135000
SITIO_GDE_101,01/03/1989,140000
SITIO_GDE_101,05/04/1989,173000
SITIO_GDE_101,23/05/1989,195000
SITIO_GDE_101,12/06/1989,160000
SITIO_GDE_101,15/08/1989,160000
SITIO_GDE_101,31/08/1989,147000
SITIO_GDE_101,06/09/1989,147000
SITIO_GDE_101,03/10/1989,183000
SITIO_GDE_101,22/11/1989,170000
SITIO_GDE_101,29/11/1989,172000
SITIO_GDE_101,20/12/1989,160000
SITIO_GDE_101,09/02/1990,150000
SITIO_GDE_101,15/02/1990,177000
SITIO_GDE_101,22/03/1990,90000
SITIO_GDE_101,11/04/1990,190000
SITIO_GDE_101,13/05/1990,157000
SITIO_GDE_101,06/06/1990,176000
SITIO_GDE_101,03/07/1990,135000
SITIO_GDE_101,16/07/1990,160000
SITIO_GDE_101,25/07/1990,135000
SITIO_GDE_101,01/10/1990,133000
SITIO_GDE_101,13/11/1990,160000
SITIO_GDE_101,11/12/1990,158000
SITIO_GDE_101,10/01/1991,146000
SITIO_GDE_101,03/02/1991,171000
SITIO_GDE_101,15/02/1991,145000
SITIO_GDE_101,28/02/1991,29000
SITIO_GDE_101,04/03/1991,160000
SITIO_GDE_101,17/04/1991,167000
SITIO_GDE_101,07/05/1991,161000
SITIO_GDE_101,04/06/1991,181000
SITIO_GDE_101,19/06/1991,176000
SITIO_GDE_101,24/06/1991,150000
SITIO_GDE_101,04/07/1991,37000
SITIO_GDE_101,15/07/1991,165000
SITIO_GDE_101,22/07/1991,145000
SITIO_GDE_101,02/08/1991,127000
SITIO_GDE_101,09/08/1991,171000
SITIO_GDE_101,12/08/1991,218000
SITIO_GDE_101,21/08/1991,102000
SITIO_GDE_101,29/08/1991,195000
SITIO_GDE_101,02/09/1991,65000
SITIO_GDE_101,19/09/1991,95000
SITIO_GDE_101,24/09/1991,156000
SITIO_GDE_101,03/10/1991,165000
SITIO_GDE_101,16/10/1991,48000
SITIO_GDE_101,24/10/1991,188000
SITIO_GDE_101,29/10/1991,177000
SITIO_GDE_101,05/11/1991,173000
SITIO_GDE_101,13/11/1991,151000
SITIO_GDE_101,18/11/1991,164000
SITIO_GDE_101,27/11/1991,181000
SITIO_GDE_101,04/12/1991,180000
SITIO_GDE_101,09/12/1991,166000
SITIO_GDE_101,18/02/1992,186000
SITIO_GDE_101,27/03/1992,158000
SITIO_GDE_101,30/03/1992,156000
SITIO_GDE_101,11/04/1992,175000
SITIO_GDE_101,16/04/1992,187000
SITIO_GDE_101,22/04/1992,165000
SITIO_GDE_101,27/04/1992,28800
SITIO_GDE_101,05/05/1992,171000
