Pozo,Fecha,Salinidad
SITIO_GDE_81,17/05/1990,26000
SITIO_GDE_81,28/05/1990,32000
SITIO_GDE_81,18/06/1990,30000
SITIO_GDE_81,07/07/1990,30000
SITIO_GDE_81,20/08/1990,30000
SITIO_GDE_81,12/09/1990,60000
SITIO_GDE_81,25/09/1990,28000
SITIO_GDE_81,15/10/1990,30000
SITIO_GDE_81,30/10/1990,33000
SITIO_GDE_81,20/11/1990,32000
SITIO_GDE_81,21/12/1990,37000
SITIO_GDE_81,31/01/1991,46000
SITIO_GDE_81,08/02/1991,33000
SITIO_GDE_81,25/02/1991,45000
SITIO_GDE_81,11/03/1991,36000
SITIO_GDE_81,04/04/1991,35000
SITIO_GDE_81,23/04/1991,37000
SITIO_GDE_81,13/05/1991,36000
SITIO_GDE_81,03/06/1991,38000
SITIO_GDE_81,18/06/1991,32000
SITIO_GDE_81,24/06/1991,35000
SITIO_GDE_81,04/07/1991,39000
SITIO_GDE_81,09/07/1991,38000
SITIO_GDE_81,15/07/1991,35000
SITIO_GDE_81,22/07/1991,32000
SITIO_GDE_81,02/08/1991,32000
SITIO_GDE_81,08/08/1991,40000
SITIO_GDE_81,12/08/1991,35000
SITIO_GDE_81,21/08/1991,50000
SITIO_GDE_81,29/08/1991,38000
SITIO_GDE_81,02/09/1991,36000
SITIO_GDE_81,19/09/1991,48000
SITIO_GDE_81,23/09/1991,32000
SITIO_GDE_81,01/10/1991,43000
SITIO_GDE_81,08/10/1991,45000
SITIO_GDE_81,16/10/1991,50000
SITIO_GDE_81,24/10/1991,41000
SITIO_GDE_81,29/10/1991,33000
SITIO_GDE_81,04/11/1991,36000
SITIO_GDE_81,13/11/1991,35000
SITIO_GDE_81,18/11/1991,31000
SITIO_GDE_81,27/11/1991,39000
SITIO_GDE_81,04/12/1991,38000
SITIO_GDE_81,09/12/1991,40000
SITIO_GDE_81,18/02/1992,40000
SITIO_GDE_81,06/03/1992,65000
SITIO_GDE_81,09/03/1992,65000
SITIO_GDE_81,17/03/1992,70000
SITIO_GDE_81,11/04/1992,70000
SITIO_GDE_81,16/04/1992,70000
SITIO_GDE_81,22/04/1992,70000
SITIO_GDE_81,27/04/1992,70000
SITIO_GDE_81,05/05/1992,70000
SITIO_GDE_81,18/05/1992,70000
SITIO_GDE_81,03/06/1992,80000
SITIO_GDE_81,08/06/1992,80000
SITIO_GDE_81,15/06/1992,80000
SITIO_GDE_81,23/06/1992,60000
SITIO_GDE_81,29/06/1992,60000
SITIO_GDE_81,08/07/1992,60000
SITIO_GDE_81,10/07/1992,60000
SITIO_GDE_81,13/07/1992,60000
SITIO_GDE_81,20/07/1992,60000
SITIO_GDE_81,03/08/1992,60000
SITIO_GDE_81,11/08/1992,60000
SITIO_GDE_81,13/08/1992,60000
SITIO_GDE_81,18/08/1992,60000
SITIO_GDE_81,24/08/1992,60000
SITIO_GDE_81,02/09/1992,60000
SITIO_GDE_81,14/09/1992,60000
SITIO_GDE_81,21/09/1992,60000
SITIO_GDE_81,27/09/1992,60000
SITIO_GDE_81,28/09/1992,60000
SITIO_GDE_81,29/09/1992,60000
SITIO_GDE_81,30/09/1992,60000
SITIO_GDE_81,06/10/1992,60000
SITIO_GDE_81,08/10/1992,54000
SITIO_GDE_81,12/10/1992,40000
SITIO_GDE_81,20/10/1992,40000
SITIO_GDE_81,25/10/1992,49000
SITIO_GDE_81,27/10/1992,49000
SITIO_GDE_81,02/11/1992,49000
SITIO_GDE_81,04/11/1992,55000
SITIO_GDE_81,09/11/1992,62000
SITIO_GDE_81,24/11/1992,67000
SITIO_GDE_81,30/11/1992,67000
SITIO_GDE_81,12/12/1992,67000
SITIO_GDE_81,15/12/1992,67000
SITIO_GDE_81,15/02/1993,67000
SITIO_GDE_81,22/02/1993,67000
SITIO_GDE_81,04/01/1995,35000
SITIO_GDE_81,09/01/1995,40000
SITIO_GDE_81,18/01/1995,32000
SITIO_GDE_81,25/01/1995,32000
SITIO_GDE_81,31/01/1995,30000
SITIO_GDE_81,06/02/1995,56000
SITIO_GDE_81,13/02/1995,57000
SITIO_GDE_81,20/02/1995,35000
SITIO_GDE_81,28/02/1995,38000
SITIO_GDE_81,09/03/1995,57000
SITIO_GDE_81,13/03/1995,42000
SITIO_GDE_81,24/03/1995,68000
SITIO_GDE_81,28/03/1995,26000
SITIO_GDE_81,06/04/1995,32000
SITIO_GDE_81,10/04/1995,33000
SITIO_GDE_81,17/04/1995,38000
SITIO_GDE_81,26/04/1995,32000
SITIO_GDE_81,04/05/1995,42000
SITIO_GDE_81,08/05/1995,50000
SITIO_GDE_81,11/05/1995,40000
SITIO_GDE_81,17/05/1995,42000
SITIO_GDE_81,26/05/1995,40000
SITIO_GDE_81,30/05/1995,40000
SITIO_GDE_81,05/06/1995,40000
SITIO_GDE_81,14/06/1995,33000
SITIO_GDE_81,27/06/1995,52000
SITIO_GDE_81,24/08/1995,52000
SITIO_GDE_81,30/08/1995,67000
SITIO_GDE_81,05/09/1995,67000
SITIO_GDE_81,11/09/1995,35000
SITIO_GDE_81,22/09/1995,32000
SITIO_GDE_81,27/09/1995,35000
SITIO_GDE_81,03/10/1995,33000
SITIO_GDE_81,09/10/1995,33000
SITIO_GDE_81,19/10/1995,33000
SITIO_GDE_81,24/10/1995,33000
SITIO_GDE_81,01/11/1995,33000
SITIO_GDE_81,09/11/1995,33000
SITIO_GDE_81,15/11/1995,33000
SITIO_GDE_81,21/11/1995,33000
SITIO_GDE_81,28/11/1995,31000
SITIO_GDE_81,05/12/1995,37000
SITIO_GDE_81,13/12/1995,30000
SITIO_GDE_81,19/12/1995,31000
SITIO_GDE_81,27/12/1995,31000
SITIO_GDE_81,03/01/1996,35000
SITIO_GDE_81,08/01/1996,30000
SITIO_GDE_81,10/01/1996,31000
SITIO_GDE_81,11/01/1996,33000
SITIO_GDE_81,12/01/1996,32000
SITIO_GDE_81,15/01/1996,30000
SITIO_GDE_81,17/01/1996,33000
SITIO_GDE_81,21/01/1996,35000
SITIO_GDE_81,24/01/1996,32000
SITIO_GDE_81,25/01/1996,33000
SITIO_GDE_81,26/01/1996,36000
SITIO_GDE_81,27/01/1996,35000
SITIO_GDE_81,28/01/1996,35000
SITIO_GDE_81,29/01/1996,32000
SITIO_GDE_81,30/01/1996,
SITIO_GDE_81,31/01/1996,37000
SITIO_GDE_81,02/02/1996,31000
SITIO_GDE_81,06/02/1996,38000
SITIO_GDE_81,07/02/1996,34000
SITIO_GDE_81,08/02/1996,35000
SITIO_GDE_81,10/02/1996,36000
SITIO_GDE_81,11/02/1996,
SITIO_GDE_81,11/02/1996,
SITIO_GDE_81,12/02/1996,
SITIO_GDE_81,20/02/1996,
SITIO_GDE_81,27/02/1996,66000
SITIO_GDE_81,04/03/1996,105000
SITIO_GDE_81,11/03/1996,36000
SITIO_GDE_81,20/03/1996,
SITIO_GDE_81,25/03/1996,
SITIO_GDE_81,02/04/1996,42000
SITIO_GDE_81,08/04/1996,
SITIO_GDE_81,10/04/1996,76000
SITIO_GDE_81,16/04/1996,13000
SITIO_GDE_81,22/04/1996,
SITIO_GDE_81,30/04/1996,
SITIO_GDE_81,06/05/1996,190000
SITIO_GDE_81,13/05/1996,
SITIO_GDE_81,20/05/1996,
SITIO_GDE_81,21/05/1996,
SITIO_GDE_81,27/05/1996,
SITIO_GDE_81,03/06/1996,
SITIO_GDE_81,10/06/1996,
SITIO_GDE_81,17/06/1996,
SITIO_GDE_81,24/06/1996,
SITIO_GDE_81,24/06/1996,74000
SITIO_GDE_81,04/07/1996,
SITIO_GDE_81,12/07/1996,55000
SITIO_GDE_81,17/07/1996,
SITIO_GDE_81,22/07/1996,
SITIO_GDE_81,01/08/1996,
SITIO_GDE_81,08/08/1996,
SITIO_GDE_81,12/08/1996,32000
SITIO_GDE_81,13/08/1996,80000
SITIO_GDE_81,22/08/1996,
SITIO_GDE_81,27/08/1996,340000
SITIO_GDE_81,02/09/1996,
SITIO_GDE_81,12/09/1996,3000
SITIO_GDE_81,17/09/1996,
SITIO_GDE_81,01/10/1996,
SITIO_GDE_81,03/10/1996,
SITIO_GDE_81,10/10/1996,30000
SITIO_GDE_81,17/10/1996,
SITIO_GDE_81,24/10/1996,41000
SITIO_GDE_81,28/10/1996,
SITIO_GDE_81,05/11/1996,
SITIO_GDE_81,12/11/1996,
SITIO_GDE_81,19/11/1996,
SITIO_GDE_81,21/11/1996,
SITIO_GDE_81,25/11/1996,
SITIO_GDE_81,28/11/1996,
SITIO_GDE_81,02/12/1996,
SITIO_GDE_81,04/12/1996,
SITIO_GDE_81,09/12/1996,22000
SITIO_GDE_81,13/12/1996,32000
SITIO_GDE_81,16/12/1996,
SITIO_GDE_81,20/12/1996,
SITIO_GDE_81,27/12/1996,
SITIO_GDE_81,03/01/1997,21000
SITIO_GDE_81,06/01/1997,
SITIO_GDE_81,18/01/1997,36000
SITIO_GDE_81,21/01/1997,29000
SITIO_GDE_81,29/01/1997,27000
SITIO_GDE_81,10/02/1997,25000
SITIO_GDE_81,18/02/1997,73000
SITIO_GDE_81,24/02/1997,23000
SITIO_GDE_81,03/03/1997,37000
SITIO_GDE_81,10/03/1997,36000
SITIO_GDE_81,17/03/1997,40000
SITIO_GDE_81,24/03/1997,30000
SITIO_GDE_81,31/03/1997,29000
SITIO_GDE_81,08/04/1997,39000
SITIO_GDE_81,18/04/1997,43000
SITIO_GDE_81,23/04/1997,
SITIO_GDE_81,29/04/1997,28000
SITIO_GDE_81,09/05/1997,34000
SITIO_GDE_81,15/05/1997,27000
SITIO_GDE_81,21/05/1997,33000
SITIO_GDE_81,28/05/1997,27000
SITIO_GDE_81,02/06/1997,47000
SITIO_GDE_81,09/06/1997,33000
SITIO_GDE_81,20/06/1997,27000
SITIO_GDE_81,23/06/1997,34000
SITIO_GDE_81,02/07/1997,27000
SITIO_GDE_81,07/07/1997,25000
SITIO_GDE_81,14/07/1997,37000
SITIO_GDE_81,21/07/1997,34000
SITIO_GDE_81,29/07/1997,31000
SITIO_GDE_81,04/08/1997,32000
SITIO_GDE_81,11/08/1997,30000
SITIO_GDE_81,18/08/1997,37000
SITIO_GDE_81,03/09/1997,33000
SITIO_GDE_81,10/09/1997,48000
SITIO_GDE_81,18/09/1997,98000
SITIO_GDE_81,24/09/1997,35000
SITIO_GDE_81,30/09/1997,40000
SITIO_GDE_81,03/10/1997,32000
SITIO_GDE_81,13/10/1997,50000
SITIO_GDE_81,20/10/1997,43000
SITIO_GDE_81,27/10/1997,32000
SITIO_GDE_81,05/11/1997,30000
SITIO_GDE_81,10/11/1997,80000
SITIO_GDE_81,18/11/1997,19000
SITIO_GDE_81,25/11/1997,30000
SITIO_GDE_81,04/12/1997,45000
SITIO_GDE_81,09/12/1997,28000
SITIO_GDE_81,17/12/1997,25000
SITIO_GDE_81,22/12/1997,31000
SITIO_GDE_81,02/01/1998,35000
SITIO_GDE_81,09/01/1998,20000
SITIO_GDE_81,15/01/1998,25000
SITIO_GDE_81,23/01/1998,33000
SITIO_GDE_81,24/01/1998,30000
SITIO_GDE_81,25/01/1998,36000
SITIO_GDE_81,26/01/1998,
SITIO_GDE_81,27/01/1998,
SITIO_GDE_81,03/02/1998,
SITIO_GDE_81,10/02/1998,35000
SITIO_GDE_81,24/02/1998,
SITIO_GDE_81,10/03/1998,
SITIO_GDE_81,17/03/1998,
SITIO_GDE_81,23/03/1998,
SITIO_GDE_81,09/04/1998,
SITIO_GDE_81,14/04/1998,
SITIO_GDE_81,21/04/1998,
SITIO_GDE_81,29/04/1998,
SITIO_GDE_81,04/05/1998,
SITIO_GDE_81,22/07/1998,
SITIO_GDE_81,30/07/1998,
SITIO_GDE_81,04/08/1998,
SITIO_GDE_81,11/08/1998,32000
SITIO_GDE_81,17/08/1998,
SITIO_GDE_81,26/08/1998,
SITIO_GDE_81,31/08/1998,
SITIO_GDE_81,07/09/1998,27000
SITIO_GDE_81,17/09/1998,29000
SITIO_GDE_81,21/09/1998,
SITIO_GDE_81,28/09/1998,
SITIO_GDE_81,05/10/1998,
SITIO_GDE_81,22/10/1998,39000
SITIO_GDE_81,06/01/1999,
SITIO_GDE_81,11/01/1999,
SITIO_GDE_81,19/01/1999,28000
SITIO_GDE_81,26/01/1999,
SITIO_GDE_81,02/02/1999,
SITIO_GDE_81,08/02/1999,
SITIO_GDE_81,11/02/1999,30000
SITIO_GDE_81,22/02/1999,28000
SITIO_GDE_81,10/03/1999,36000
SITIO_GDE_81,16/03/1999,2900
SITIO_GDE_81,24/03/1999,
SITIO_GDE_81,30/03/1999,
SITIO_GDE_81,05/04/1999,25000
SITIO_GDE_81,14/04/1999,
SITIO_GDE_81,19/04/1999,30000
SITIO_GDE_81,26/04/1999,
SITIO_GDE_81,12/05/1999,
SITIO_GDE_81,20/05/1999,
SITIO_GDE_81,11/06/1999,24000
SITIO_GDE_81,18/06/1999,
SITIO_GDE_81,22/06/1999,
SITIO_GDE_81,30/06/1999,
SITIO_GDE_81,06/07/1999,
SITIO_GDE_81,12/07/1999,
SITIO_GDE_81,21/07/1999,
SITIO_GDE_81,30/07/1999,
SITIO_GDE_81,04/08/1999,
SITIO_GDE_81,13/08/1999,
SITIO_GDE_81,18/08/1999,
SITIO_GDE_81,24/08/1999,
SITIO_GDE_81,31/08/1999,
SITIO_GDE_81,07/09/1999,
SITIO_GDE_81,22/09/1999,
SITIO_GDE_81,30/09/1999,
SITIO_GDE_81,05/10/1999,
SITIO_GDE_81,11/10/1999,
SITIO_GDE_81,26/10/1999,
SITIO_GDE_81,04/11/1999,113000
SITIO_GDE_81,11/11/1999,
SITIO_GDE_81,15/11/1999,
SITIO_GDE_81,24/11/1999,
SITIO_GDE_81,29/11/1999,
SITIO_GDE_81,23/12/1999,
SITIO_GDE_81,27/12/1999,
SITIO_GDE_81,03/01/2000,
SITIO_GDE_81,05/01/2000,
SITIO_GDE_81,12/01/2000,
SITIO_GDE_81,20/01/2000,
SITIO_GDE_81,26/01/2000,126000
SITIO_GDE_81,01/02/2000,128000
SITIO_GDE_81,07/02/2000,
SITIO_GDE_81,14/02/2000,25000
SITIO_GDE_81,24/02/2000,35000
SITIO_GDE_81,28/02/2000,
SITIO_GDE_81,08/03/2000,
SITIO_GDE_81,13/03/2000,69000
SITIO_GDE_81,22/03/2000,
SITIO_GDE_81,29/03/2000,
SITIO_GDE_81,06/04/2000,23000
SITIO_GDE_81,13/04/2000,35000
SITIO_GDE_81,27/04/2000,27000
SITIO_GDE_81,09/05/2000,30000
SITIO_GDE_81,17/05/2000,
SITIO_GDE_81,25/05/2000,28000
SITIO_GDE_81,01/06/2000,28000
SITIO_GDE_81,06/06/2000,30000
SITIO_GDE_81,21/06/2000,138000
SITIO_GDE_81,30/06/2000,30000
SITIO_GDE_81,06/07/2000,28000
SITIO_GDE_81,11/07/2000,17000
SITIO_GDE_81,18/07/2000,29000
SITIO_GDE_81,25/07/2000,43000
SITIO_GDE_81,03/08/2000,27000
SITIO_GDE_81,09/08/2000,13000
SITIO_GDE_81,15/08/2000,23000
SITIO_GDE_81,22/08/2000,28000
SITIO_GDE_81,30/08/2000,23000
SITIO_GDE_81,11/09/2000,30000
SITIO_GDE_81,11/09/2000,30000
SITIO_GDE_81,21/09/2000,26000
SITIO_GDE_81,27/09/2000,26000
SITIO_GDE_81,04/10/2000,28000
SITIO_GDE_81,09/10/2000,
SITIO_GDE_81,16/10/2000,27000
SITIO_GDE_81,26/10/2000,4000
SITIO_GDE_81,29/10/2000,
SITIO_GDE_81,30/10/2000,
SITIO_GDE_81,06/11/2000,
SITIO_GDE_81,26/11/2000,
SITIO_GDE_81,04/12/2000,
SITIO_GDE_81,11/12/2000,
SITIO_GDE_81,20/12/2000,
SITIO_GDE_81,21/12/2000,
SITIO_GDE_81,26/12/2000,
SITIO_GDE_81,02/01/2001,
SITIO_GDE_81,08/01/2001,
SITIO_GDE_81,11/01/2001,
SITIO_GDE_81,15/01/2001,
SITIO_GDE_81,22/01/2001,
SITIO_GDE_81,29/01/2001,
SITIO_GDE_81,07/02/2001,40000
SITIO_GDE_81,12/02/2001,17000
SITIO_GDE_81,22/02/2001,
SITIO_GDE_81,28/02/2001,
SITIO_GDE_81,05/03/2001,
SITIO_GDE_81,13/03/2001,25000
SITIO_GDE_81,18/03/2001,30000
SITIO_GDE_81,22/03/2001,12000
SITIO_GDE_81,28/03/2001,65000
SITIO_GDE_81,03/04/2001,35000
SITIO_GDE_81,11/04/2001,30000
SITIO_GDE_81,25/04/2001,
SITIO_GDE_81,09/05/2001,23000
SITIO_GDE_81,10/05/2001,25000
SITIO_GDE_81,10/05/2001,23000
SITIO_GDE_81,10/05/2001,
SITIO_GDE_81,10/05/2001,24000
SITIO_GDE_81,11/05/2001,30000
SITIO_GDE_81,11/05/2001,32000
SITIO_GDE_81,11/05/2001,31000
SITIO_GDE_81,12/05/2001,33000
SITIO_GDE_81,13/05/2001,33000
SITIO_GDE_81,14/05/2001,33000
SITIO_GDE_81,15/05/2001,33000
SITIO_GDE_81,17/05/2001,30000
SITIO_GDE_81,24/05/2001,30000
SITIO_GDE_81,28/05/2001,33000
SITIO_GDE_81,04/06/2001,33000
SITIO_GDE_81,08/06/2001,33000
SITIO_GDE_81,30/06/2001,33000
SITIO_GDE_81,03/07/2001,36000
SITIO_GDE_81,20/07/2001,35000
SITIO_GDE_81,23/07/2001,36000
SITIO_GDE_81,25/07/2001,33000
SITIO_GDE_81,30/07/2001,33000
SITIO_GDE_81,06/08/2001,35000
SITIO_GDE_81,10/08/2001,35000
SITIO_GDE_81,18/08/2001,33000
SITIO_GDE_81,20/08/2001,30000
SITIO_GDE_81,28/08/2001,30000
SITIO_GDE_81,01/09/2001,32000
SITIO_GDE_81,05/09/2001,32000
SITIO_GDE_81,11/09/2001,35000
SITIO_GDE_81,17/09/2001,32000
SITIO_GDE_81,21/09/2001,34000
SITIO_GDE_81,24/09/2001,35000
SITIO_GDE_81,27/09/2001,32000
SITIO_GDE_81,07/10/2001,32000
SITIO_GDE_81,16/10/2001,32000
SITIO_GDE_81,06/11/2001,33000
SITIO_GDE_81,29/11/2001,30000
SITIO_GDE_81,02/12/2001,34000
SITIO_GDE_81,05/12/2001,36000
SITIO_GDE_81,10/12/2001,35000
SITIO_GDE_81,14/12/2001,35000
SITIO_GDE_81,17/12/2001,35000
SITIO_GDE_81,25/12/2001,37000
SITIO_GDE_81,02/01/2002,34000
SITIO_GDE_81,16/01/2002,33000
SITIO_GDE_81,18/01/2002,33000
SITIO_GDE_81,18/01/2002,33000
SITIO_GDE_81,18/01/2002,33000
SITIO_GDE_81,20/01/2002,33000
SITIO_GDE_81,21/01/2002,33000
SITIO_GDE_81,21/01/2002,33000
SITIO_GDE_81,21/01/2002,33000
SITIO_GDE_81,22/01/2002,32000
SITIO_GDE_81,22/01/2002,32000
SITIO_GDE_81,22/01/2002,32000
SITIO_GDE_81,23/01/2002,35000
SITIO_GDE_81,24/01/2002,34000
SITIO_GDE_81,28/01/2002,34000
SITIO_GDE_81,29/01/2002,34000
SITIO_GDE_81,30/01/2002,33000
SITIO_GDE_81,01/02/2002,35000
SITIO_GDE_81,09/02/2002,34000
SITIO_GDE_81,12/02/2002,36000
SITIO_GDE_81,04/03/2002,32000
SITIO_GDE_81,07/03/2002,31000
SITIO_GDE_81,07/03/2002,31000
SITIO_GDE_81,08/03/2002,34000
SITIO_GDE_81,09/03/2002,32000
SITIO_GDE_81,22/03/2002,231000
SITIO_GDE_81,27/03/2002,32000
SITIO_GDE_81,28/03/2002,32000
SITIO_GDE_81,02/04/2002,33000
SITIO_GDE_81,08/04/2002,33000
SITIO_GDE_81,11/04/2002,30000
SITIO_GDE_81,15/04/2002,32000
SITIO_GDE_81,25/04/2002,32000
SITIO_GDE_81,26/04/2002,32000
SITIO_GDE_81,06/05/2002,35000
SITIO_GDE_81,13/05/2002,32000
SITIO_GDE_81,17/05/2002,34000
SITIO_GDE_81,24/05/2002,35000
SITIO_GDE_81,09/06/2002,31000
SITIO_GDE_81,14/06/2002,32000
SITIO_GDE_81,28/06/2002,32000
SITIO_GDE_81,30/06/2002,30000
SITIO_GDE_81,08/07/2002,35000
SITIO_GDE_81,12/07/2002,35000
SITIO_GDE_81,16/07/2002,28000
SITIO_GDE_81,19/07/2002,35000
SITIO_GDE_81,22/07/2002,36000
SITIO_GDE_81,05/08/2002,31000
SITIO_GDE_81,20/08/2002,35000
SITIO_GDE_81,27/08/2002,34000
SITIO_GDE_81,20/09/2002,33000
SITIO_GDE_81,23/09/2002,33000
SITIO_GDE_81,07/10/2002,35000
SITIO_GDE_81,11/10/2002,31000
SITIO_GDE_81,12/11/2002,31000
SITIO_GDE_81,18/11/2002,32000
SITIO_GDE_81,18/11/2002,32000
SITIO_GDE_81,25/11/2002,31000
SITIO_GDE_81,02/12/2002,32000
SITIO_GDE_81,09/12/2002,32000
SITIO_GDE_81,16/12/2002,34000
SITIO_GDE_81,20/12/2002,35000
SITIO_GDE_81,25/12/2002,33000
SITIO_GDE_81,30/12/2002,32000
SITIO_GDE_81,06/01/2003,31000
SITIO_GDE_81,20/01/2003,53000
SITIO_GDE_81,22/01/2003,34000
SITIO_GDE_81,24/01/2003,33000
SITIO_GDE_81,01/02/2003,35000
SITIO_GDE_81,04/02/2003,35000
SITIO_GDE_81,08/02/2003,32000
SITIO_GDE_81,17/02/2003,31000
SITIO_GDE_81,25/02/2003,28000
SITIO_GDE_81,17/03/2003,49000
SITIO_GDE_81,31/03/2003,34000
SITIO_GDE_81,16/04/2003,33000
SITIO_GDE_81,08/05/2003,30000
SITIO_GDE_81,08/05/2003,30000
SITIO_GDE_81,08/05/2003,30000
SITIO_GDE_81,08/05/2003,30000
SITIO_GDE_81,30/07/2003,30000
SITIO_GDE_81,01/08/2003,30000
SITIO_GDE_81,11/08/2003,30000
SITIO_GDE_81,26/08/2003,30000
SITIO_GDE_81,27/08/2003,32000
SITIO_GDE_81,05/09/2003,30000
SITIO_GDE_81,08/09/2003,31000
SITIO_GDE_81,10/09/2003,28000
SITIO_GDE_81,11/09/2003,29000
SITIO_GDE_81,11/09/2003,33000
SITIO_GDE_81,15/09/2003,32000
SITIO_GDE_81,20/09/2003,36000
SITIO_GDE_81,29/09/2003,34000
SITIO_GDE_81,30/09/2003,28000
SITIO_GDE_81,01/10/2003,35000
SITIO_GDE_81,05/10/2003,26000
SITIO_GDE_81,05/10/2003,29000
SITIO_GDE_81,05/10/2003,26000
SITIO_GDE_81,05/10/2003,29000
SITIO_GDE_81,16/10/2003,33000
SITIO_GDE_81,18/11/2003,28000
SITIO_GDE_81,18/11/2003,25000
SITIO_GDE_81,30/11/2003,28000
SITIO_GDE_81,26/12/2003,28000
SITIO_GDE_81,27/12/2003,30000
SITIO_GDE_81,28/12/2003,29000
SITIO_GDE_81,06/01/2004,79000
SITIO_GDE_81,10/01/2004,29000
SITIO_GDE_81,12/01/2004,29000
SITIO_GDE_81,13/01/2004,30000
SITIO_GDE_81,15/01/2004,30000
SITIO_GDE_81,16/01/2004,30000
SITIO_GDE_81,22/01/2004,32000
SITIO_GDE_81,27/01/2004,26000
SITIO_GDE_81,28/01/2004,27000
SITIO_GDE_81,30/01/2004,28000
SITIO_GDE_81,02/02/2004,30000
SITIO_GDE_81,03/02/2004,26000
SITIO_GDE_81,09/02/2004,26000
SITIO_GDE_81,10/02/2004,24000
SITIO_GDE_81,16/02/2004,30000
SITIO_GDE_81,19/02/2004,25000
SITIO_GDE_81,23/02/2004,28000
SITIO_GDE_81,27/02/2004,29000
SITIO_GDE_81,01/03/2004,27000
SITIO_GDE_81,11/03/2004,26000
SITIO_GDE_81,15/03/2004,29000
SITIO_GDE_81,23/03/2004,30000
SITIO_GDE_81,24/03/2004,31000
SITIO_GDE_81,29/03/2004,30000
SITIO_GDE_81,30/03/2004,34000
SITIO_GDE_81,06/04/2004,30000
SITIO_GDE_81,11/04/2004,31000
SITIO_GDE_81,13/04/2004,34000
SITIO_GDE_81,15/04/2004,126000
SITIO_GDE_81,19/04/2004,32000
SITIO_GDE_81,20/04/2004,32000
SITIO_GDE_81,23/04/2004,41000
SITIO_GDE_81,28/04/2004,49000
SITIO_GDE_81,15/05/2004,34000
SITIO_GDE_81,16/05/2004,34000
SITIO_GDE_81,17/05/2004,33000
SITIO_GDE_81,21/05/2004,38000
SITIO_GDE_81,31/05/2004,36000
SITIO_GDE_81,08/06/2004,36000
SITIO_GDE_81,10/06/2004,36000
SITIO_GDE_81,15/06/2004,36000
SITIO_GDE_81,22/06/2004,36000
SITIO_GDE_81,25/06/2004,33000
SITIO_GDE_81,02/07/2004,27000
SITIO_GDE_81,06/07/2004,100000
SITIO_GDE_81,13/07/2004,102000
SITIO_GDE_81,20/07/2004,104000
SITIO_GDE_81,21/07/2004,109000
SITIO_GDE_81,27/07/2004,114000
SITIO_GDE_81,30/07/2004,114000
SITIO_GDE_81,05/08/2004,28000
SITIO_GDE_81,09/08/2004,47000
SITIO_GDE_81,18/02/2008,32000
SITIO_GDE_81,04/11/2008,37000
SITIO_GDE_81,24/11/2008,37000
SITIO_GDE_82,12/12/1975,
SITIO_GDE_82,20/01/1976,
SITIO_GDE_82,27/01/1976,
SITIO_GDE_82,10/02/1976,
SITIO_GDE_82,17/02/1976,
SITIO_GDE_82,22/03/1976,
SITIO_GDE_82,22/04/1976,
SITIO_GDE_82,30/04/1976,
SITIO_GDE_82,06/05/1976,
SITIO_GDE_82,26/05/1976,
SITIO_GDE_82,07/06/1976,
SITIO_GDE_82,08/07/1976,
SITIO_GDE_82,18/08/1976,
SITIO_GDE_82,25/08/1976,
SITIO_GDE_82,30/08/1976,
SITIO_GDE_82,17/09/1976,
SITIO_GDE_82,04/10/1976,
SITIO_GDE_82,11/10/1976,
SITIO_GDE_82,20/10/1976,
SITIO_GDE_82,16/11/1976,
SITIO_GDE_82,20/12/1976,
SITIO_GDE_82,04/01/1977,
SITIO_GDE_82,17/01/1977,
SITIO_GDE_82,31/01/1977,
SITIO_GDE_82,22/02/1977,
SITIO_GDE_82,19/04/1977,6000
SITIO_GDE_82,24/04/1977,
SITIO_GDE_82,03/05/1977,
SITIO_GDE_82,23/05/1977,
SITIO_GDE_82,07/06/1977,
SITIO_GDE_82,14/06/1977,
SITIO_GDE_82,27/06/1977,
SITIO_GDE_82,05/07/1977,
SITIO_GDE_82,11/07/1977,
SITIO_GDE_82,26/07/1977,
SITIO_GDE_82,01/08/1977,
SITIO_GDE_82,08/08/1977,
SITIO_GDE_82,15/08/1977,
SITIO_GDE_82,19/08/1977,
SITIO_GDE_82,29/08/1977,
SITIO_GDE_82,19/09/1977,
SITIO_GDE_82,21/11/1977,186000
SITIO_GDE_82,08/12/1977,257000
SITIO_GDE_82,27/12/1977,258000
SITIO_GDE_82,09/01/1978,247000
SITIO_GDE_82,16/01/1978,240000
SITIO_GDE_82,15/02/1978,195000
SITIO_GDE_82,21/02/1978,188000
SITIO_GDE_82,28/02/1978,184000
SITIO_GDE_82,20/03/1978,176000
SITIO_GDE_82,20/03/1978,178000
SITIO_GDE_82,27/03/1978,171000
SITIO_GDE_82,28/03/1978,170000
SITIO_GDE_82,29/03/1978,180000
SITIO_GDE_82,30/03/1978,182000
SITIO_GDE_82,31/03/1978,155000
SITIO_GDE_82,03/04/1978,173000
SITIO_GDE_82,05/04/1978,171000
SITIO_GDE_82,17/04/1978,170000
SITIO_GDE_82,18/04/1978,175000
SITIO_GDE_82,19/04/1978,172000
SITIO_GDE_82,20/04/1978,178000
SITIO_GDE_82,25/04/1978,177000
SITIO_GDE_82,26/04/1978,175000
SITIO_GDE_82,27/04/1978,176000
SITIO_GDE_82,28/04/1978,173000
SITIO_GDE_82,08/05/1978,170000
SITIO_GDE_82,10/05/1978,166000
SITIO_GDE_82,17/05/1978,171000
